MAT.1.1	Dammbe Iisaa 
ROM.14.7	Sabi fay gooto e men wuuranaali hoore mum, kasen duu fay gooto e men maayanaali hoore mum. 
ROM.14.8	So en nguurii, Joomiraaɗo oo nguuran-ɗen, so en maayii, Joomiraaɗo oo maayan-ɗen. So en nguur naa so en maay, Joomiraaɗo oo jey en. 
ROM.14.9	Sabi 
ROM.14.10	Aan, ko waɗi so aɗa ɲiŋa sakiike maa goonɗinɗo oo? Naa aan, ko waɗi so aɗa yawa sakiike maa goonɗinɗo oo? En fuu, en ndaroyto yeeso sarirde Laamɗo, 
ROM.14.11	sabi ana winndii:
ROM.14.11	«Joomiraaɗo wii:
ROM.14.11	‹ Mi hunorike baawɗe am:
ROM.14.11	Koppi fuu kofanto kam,
ROM.14.11	gooto fuu sellinan miin woni Laamɗo. › »
ROM.14.12	Nden gooto men fuu jaabanto hoore mum yeeso Laamɗo.
ROM.14.13	Ɗum nee, pati pelondiren e ko'e men hankasen, ɓamee anniya reentaade e huunde fuu ko waawi fergitinde sakiike mon liɓa ɗum. 
ROM.14.14	Saabe Joomiraaɗo men Iisaa miɗo taƴori ɲaamdu fuu harmaa e hoore mum. Kaa so neɗɗo miilii won harmundu, ɗum harmanan ɗum kaɲum. 
ROM.14.15	So a torrii sakiike maa goonɗinɗo oo saabe ɲaamdu maa, a jokkaali laawol jilli. Pati halku mo Almasiihu maayani oo saabe ɲaamdu maa nduu. 
ROM.14.16	Ndennoo, ko keɓu-ɗon so taw-ɗon ana moƴƴi koo, pati waddana yimɓe haalde haala mbonka. 
ROM.14.17	Sabi 
ROM.14.18	Golliranoowo Almasiihu hono non fuu, Laamɗo welete ɗum, yimɓe ɓee duu teddinan ɗum. 
ROM.14.19	Ndennoo, tewten ɓeydude jam hakkunde men, kasen duu homo fuu tewta ko naɓata banndum yeeso e ley goonɗinal.
ROM.14.20	Pati bonnitin golle Laamɗo saabe ɲaamdu. So goonga, ɲaamdu fuu ana dagii, kaa so ɲaamdu ndu ɲaamataa nduu ana liɓa sakiike maa, ɲaamde ndu moƴƴaa. 
ROM.14.21	Ko moƴƴi dee, waasude ɲaamde tew e waasude yarde doro, kaɲum e waasude waɗude huunde fuu ko fergitata sakiike mum. 
ROM.14.22	Huunde fuu ko ngoonɗin-ɗaa hen, yo laato hakkunde maa e Laamɗo. Mo sikkitataako ko woni e hakkille mum, welii hoore! 
ROM.14.23	Kaa neɗɗo fuu cikkitiiɗo e ko ɲaamata, jukkete, sabi joomum ɲaamirtaa goonɗinal. Huunde fuu ko waldaa e goonɗinal yo luuttal.
ROM.15.1	Enen selluɓe goonɗinal ɓee, eɗen kaani wallude ɓe goonɗinal mum lo'i ɓee, mbaasen tewtude ko weli en tan. 
ROM.15.2	Gooto e men fuu yo tewtu ko welata tanaa mum, faa oon yaara yeeso e ley goonɗinal. 
ROM.15.3	Sabi 
ROM.15.4	Ko winndanoo arannde e ley Binndi ɗii koo fuu, faa janngina en winndiraa, yalla muɲal e ɓerɗe ɓuuɓuɗe ɗe Binndi ɗii ndokkata en ɗee ana laatanoo en jikke. 
ROM.15.5	Yo Laamɗo Jom muɲal, ɓuuɓinoowo ɓerɗe oo, hokku on laataade miilo wooto no Iisaa Almasiihu anndiniri on nii, 
ROM.15.6	faa teddiniron Laamɗo anniya gooto e daande wootere. Sabi kanko Laamɗo woni 
ROM.15.7	Njaɓɓondiree no Almasiihu jaɓɓorii on nii, faa Laamɗo teddinee. 
ROM.15.8	Miɗo wiya on: Almasiihu warii gollande 
ROM.15.9	yalla 
ROM.15.9	«Saabe ɗum, mi jaarete hakkunde leɲi,
ROM.15.9	mi yimete faa teddina innde maa.»
ROM.15.10	Binndi ɗii mbii kasen:
ROM.15.10	«Leɲi, mbeltodee e yimɓe Joomiraaɗo ɓee.»
ROM.15.11	Kasen:
ROM.15.11	«Onon leɲi ɗii fuu, njettee Joomiraaɗo,
ROM.15.11	yo yimɓe fuu njettu mo.»
ROM.15.12	Annabi 
ROM.15.12	«Iwɗo e Yessa waroyan,
ROM.15.12	oon immoytoo faa laamoo leɲi ɗii,
ROM.15.12	ɗi pawoyan jikke majji e makko.»
ROM.15.13	Yo Laamɗo Jom jikke oo hebbin on seyo e jam fuu e ley goonɗinal mon, yalla oɗon ɓeydoo heewde jikke saabe baawɗe 
ROM.15.14	Sakiraaɓe am, miin jaati miɗo taƴori oɗon moƴƴi sanne, oɗon keewi anndal, kasen duu oɗon mbaawi waajondirde. 
ROM.15.15	Kaa ley ɓataaki oo miɗo suusi haalande on haalaaji yogaaji faa laaɓa faa mi miccintina on ɗi. Mi haaldii non saabe moƴƴere nde Laamɗo hokki kam 
ROM.15.16	nde waɗi kam gollanoowo Iisaa 
ROM.15.17	Ndennoo, e haɓɓagol am e Iisaa Almasiihu, miɗo waawi mantoraade golleeji ɗi ngollan-mi Laamɗo ɗii. 
ROM.15.18	Sabi walaa fuu ko cuusu-mi haalde so wanaa ko baawɗe Almasiihu tabintini e ley golle am faa waddana ɓe nganaa Yahuudiyankooɓe ɓee ɗowtanaade Laamɗo. Haala am e golle am duu, 
ROM.15.19	Laamɗo tabintinirii ɗum baawɗe taagumansaaji e kaayɗe e ley baawɗe Ruuhu Laamɗo oo. Hono non njottinir-mi Kabaaru Lobbo haala Almasiihu oo nokkuuje ɗee fuu gila 
ROM.15.20	Kasen duu, gila arannde anniya am yo waajaade Kabaaru Lobbo oo ɗo innde Almasiihu ndee yottanooki pati mi maha dow maadi neɗɗo goɗɗo, 
ROM.15.21	no Binndi ɗii mbiiri nii:
ROM.15.21	«Ɓe njottinanooka haala makko ɓee njiyoyan,
ROM.15.21	ɓe nanaalino kabaaru makko ana haalee ɓee paamoyan.»
ROM.15.22	Golle am oo haɗi kam warde to mooɗon too cili keewɗi. 
ROM.15.23	Kaa jooni golle oo huuɓii ɗee ɗoo leyɗe, kasen duu ko njiɗu-mi warde to mooɗon koo waɗii duuɓi kuurɗi jooni. 
ROM.15.24	Miɗo yiɗi faŋude to mon so miɗo yaha Espaniya, mi wonda e mooɗon seeɗa, njooɓinon kam ko kasindinan-mi e laawol am ngol.
ROM.15.25	Kaa jooni 
ROM.15.26	Sabi deente goonɗinɓe gonɗe Makedoniya e Akaya ɗee anniyike hawrintinde kaalisi faa mballa misikiina'en jeyaaɓe e seniiɓe Urusaliima ɓee. 
ROM.15.27	Ɓe anniyorii ɗum ɓerɗe laaɓuɗe, kaa eɓe kaani waɗande ɓeen ɗum duu. Sabi tawii ɓe nganaa Yahuudiyankooɓe ɓee keɓii ngeɗu e moƴƴereeji ɗi 
ROM.15.28	So ɗum yawtii, so mi hokkii ɓe ko hawrintinaa koo, mi ƴaɓɓorto to mooɗon too so miɗo yaha Espaniya. 
ROM.15.29	Miɗo anndi so miɗo wara to mooɗon, mi wardan e barke 
ROM.15.30	Sakiraaɓe, saabe Joomiraaɗo men Iisaa Almasiihu e saabe jilli ɗi Ruuhu oo hokkata ɗii, miɗo ndaarda on: kaɓodo-ɗon e am e ley 
ROM.15.31	yalla miɗo daɗa e ɓe ngoonɗinaali wonɓe 
ROM.15.32	Hono non, so Laamɗo muuyii, mi yottorto on weltaare, kasen duu mi fowta hakkunde mon. 
ROM.15.33	Yo Laamɗo gaddoowo jam oo wondu e mon, on fuu. Aamiina!
ROM.16.1	Miɗo haalana on kabaaru banndii men debbo biyeteeɗo Febe, gollanoowo deental goonɗinɓe gonngal ley Kankiriya oo. 
ROM.16.2	Njaɓɓoro-ɗon mo e dow innde Joomiraaɗo no seniiɓe ɓee kaani waɗude nii, kasen duu mballee mo e huunde fuu ko mo hasindini e mum, sabi kanko duu o wallii heewɓe, miin e hoore am miɗo hen. 
ROM.16.3	Miɗo jowta Piriskilla e Akilas, gollidooɓe e am golle Iisaa 
ROM.16.4	Sabi ɓe kosii mursude yonkiiji maɓɓe faa ɓe ndannda yonki am. Wanaa miin tan yettata ɓe, deente goonɗinɓe 
ROM.16.5	Miɗo jowta deental goonɗinɓe kawroowal galle maɓɓe ngal fuu. Miɗo jowta Epaynetus, giɗo am korsuɗo oo. Kanko adii goonɗinde Almasiihu ley leydi Asiya fuu. 
ROM.16.6	Miɗo jowta Mariyama tampanɗo on sanne oo. 
ROM.16.7	Miɗo jowta Andoronikus e Yuniyas, suudu baabaaɓe am worɓe ɓe uddidanoo-mi kasu ɓee. Ɓe 
ROM.16.8	Miɗo jowta Ampiliyatus mo korsinir-mi saabe Joomiraaɗo oo. 
ROM.16.9	Miɗo jowta Urbanus, gollidoowo e men golle Almasiihu oo, kaɲum e Estakis giɗo am korsuɗo oo. 
ROM.16.10	Miɗo jowta Apelles mo goonɗinal mum Almasiihu horaa so tawaa ana laaɓi oo. Miɗo jowta galle Aristobil. 
ROM.16.11	Miɗo jowta Herodiyon suudu baabaajo am oo. Miɗo jowta yimɓe galle Narsisi haɓɓiiɓe e Joomiraaɗo ɓee. 
ROM.16.12	Miɗo jowta Tirifena e Tirifosa, ɓeen yo rewɓe gollanooɓe Joomiraaɗo. Miɗo jowta Persis mo korsin-mi, oon yo debbo tampuɗo sanne e ley gollande Joomiraaɗo. 
ROM.16.13	Miɗo jowta Rufus mo Joomiraaɗo suɓii oo, miɗo jowta inna makko mo nanngir-mi no innam nii, miin duu. 
ROM.16.14	Miɗo jowta Asinkiriti e Felegon e Hermes e Patorobas e Hermasa e goonɗinɓe Iisaa wonduɓe e maɓɓe ɓee. 
ROM.16.15	Miɗo jowta Filolog e Yuliya, miɗo jowta Nere e banndum debbo, kaɲum e Olimpas, miɗo jowta seniiɓe wonduɓe e maɓɓe ɓee fuu. 
ROM.16.16	Gooto gooto mon fuu jowtira sakiike mum jowtaango wondungo e jilli. Deente goonɗinɓe Almasiihu ɗee fuu ana njowta on.
ROM.16.17	Sakiraaɓe, miɗo ndaarda on, ndeento-ɗon e waddooɓe ceeraagu e pergite saabe salagol mum'en jannde nde keɓu-ɗon ndee, ngoɗɗee ɓe! 
ROM.16.18	Sabi yimɓe wa'uɓe non ngollantaa Joomiraaɗo men Almasiihu, ko ɓe ngollanta dee, deeɗi maɓɓe ɗii. Haalaaji maɓɓe belɗi e manooje maɓɓe jaayɗe ɓe majjinirta hakkillaaji yimɓe ɓe ƴoƴaa ɓee. 
ROM.16.19	Kaa onon, kabaaru ɗowtaare mon yottike yimɓe fuu. Saabe ɗum miɗo weltanii on, kaa miɗo muuyani on laato-ɗon hakkilante'en banngal ko moƴƴi, laato-ɗon laaɓuɓe banngal ko boni. 
ROM.16.20	Laamɗo gaddoowo jam oo waɗan niison 
ROM.16.21	Timote gollidiiɗo am oo ana jowta on. Lukiyus e Yason e Sosipatoros suudu baabaaɓe am ɓee ana njowta on. 
ROM.16.22	Miin, Tertiyus, binndanɗo Pool oo ɓataaki oo, miɗo jowta on saabe haɓɓagol meeɗen e Joomiraaɗo. 
ROM.16.23	Gayus, njaatigi am mo deental goonɗinɓe ngal hawrata galle mum oo, ana jowta on. Erasta kalfinaaɗo kaalisi ngeenndi ndii oo ana jowta on, kaɲum e Kartus sakiike men oo. [ 
ROM.16.24	]
ROM.16.25	Jettooje ngoodanii Laamɗo baawɗo hokkude on semmbe oo. O hokkiran on ɗum 
ROM.16.26	kaa jooni o ɓannginaama. Dewte annabaaɓe anndinii ɗum leɲi ɗii fuu no Laamɗo duumiiɗo oo yamiri nii, faa ɗi ngoonɗina Laamɗo ɗi ɗowtanoo ɗum. 
ROM.16.27	Yo teddeengal woodan Laamɗo gooto hakkilante oo faa abada saabe Iisaa Almasiihu. Aamiina!
1CO.1.1	Oo ɓataaki ga amen iwri, miin Pool, kaɲum e sakiike men Sosteni. Miin Pool, mi noddiraaɗo sago Laamɗo faa mi laatoo 
1CO.1.2	Miɗen njowta deental goonɗinɓe Laamɗo gonngal ngalluure Korintu.
1CO.1.3	Yo on keɓu moƴƴere e jam iwde e 
1CO.1.4	Miɗo yetta Laamɗo saabe mon wakkati fuu dow moƴƴere makko nde ndokkire-ɗon Iisaa 
1CO.1.5	Saabe makko on keɓii arsuku fuu e ley haala e ley anndal fuu. 
1CO.1.6	Seedaaku amen haala Almasiihu ɲiiɓii e mon jaati, 
1CO.1.7	ɗum waɗi so on ɲakoraaka fay dokkal Laamɗo gootal e ley doomugol mon Joomiraaɗo men Iisaa Almasiihu faa warta. 
1CO.1.8	Kanko hokkata on semmbe faa ɗo aduna haaɗi, yalla oɗon laatoo ɓe ngalaa ɲiŋe ɲannde gartol makko, kanko Joomiraaɗo men Iisaa Almasiihu. 
1CO.1.9	Laamɗo yo koolniiɗo, kanko noddi on kaɓɓo-ɗon e 
1CO.1.10	Sakiraaɓe, miɗo ndaarda on ɗum ɗoo e innde Joomiraaɗo men Iisaa 
1CO.1.11	Sakiraaɓe am, mi narrii yimɓe suudu Kolowe pooɗondiral won hakkunde mon. 
1CO.1.12	Ko njiɗu-mi wiide dee, yogaaɓe mon ana mbiya ana ngoodani Pool, woɓɓe ana mbiya ana ngoodani Apollos,
1CO.1.13	Tama Almasiihu yo pecciiɗo? Tama Pool maayani on dow 
1CO.1.14	Mi yettirii Laamɗo ko mi lootaali fay gooto e mon lootogal batisima koo, so wanaa Kirispus e Gayus. 
1CO.1.15	Non, fay gooto waawaa wiide e innde am lootira-ɗon lootogal batisima. 
1CO.1.16	Ooho, goonga mi batisiino kasen duu galle Istifanas. Ko yawti ɗum, mi anndaa yalla mi batisii goɗɗo. 
1CO.1.17	Sabi Almasiihu nelaali kam mi batisa, ko mo neli kam dee, mi haala 
1CO.1.18	Haala maayde Iisaa dow 
1CO.1.19	Sabi ana winndii:
1CO.1.19	«Mi bonnitan hakkilantaaku hakkilante'en ɓee,
1CO.1.19	mi jiiɓan faamu faamuɓe ɓee.»
1CO.1.20	Ndennoo, hakkilante won ko woni naa? 
1CO.1.21	Yimɓe aduna oo e hakkilantaaku mum'en fuu annditaali no Laamɗo holliri hoore mum e ley hakkilantaaku mum nii. Ɗum saabii so Laamɗo yiɗi hisinirde goonɗinɓe ɗum ɓee waaju amen nannduɗo e safiyaaku oo. 
1CO.1.22	 ana ndaarta kaayɗe, Yunaninkooɓe ana njiɗi kaɲum'en hakkilantaaku. 
1CO.1.23	Kaa enen, kabaaru tonteede 
1CO.1.24	Kaa banngal noddaaɓe ɓee, Yahuudiyankooɓe e leɲi goɗɗi fuu potu, Almasiihu yo baawɗe Laamɗo yo hakkilantaaku Laamɗo. 
1CO.1.25	Sabi golle Laamɗo mo yimɓe njogorii yo safiyaaku oo ana ɓuri hakkilantaaku neɗɗo, kasen duu ko ɓe njogorii yo loore Laamɗo koo ana ɓuri semmbirantaaku neɗɗo.
1CO.1.26	Ƴeewee ko'e mon, onon sakiraaɓe ɓe Laamɗo noddi: banngal yimɓe, hakkilante'en keewaa e ley mon, jom'en semmbe keewaa e ley mon, iwɓe e leɲi tedduɗi keewaa e ley mon. 
1CO.1.27	Kaa Laamɗo suɓike ko aduna jogorii yo safiyaaku koo faa hoyna hakkilante'en ɓee, ko aduna jogorii yo loore koo faa o hoyna ko jogii semmbe koo. 
1CO.1.28	O suɓike ko hoyi, ko yawnii, ko jataaka e aduna oo koo faa o waɗa ko jataa koo yo meere, 
1CO.1.29	yalla ɓii-aadama fuu ana ronka mantaade yeeso Laamɗo. 
1CO.1.30	Kanko haɓɓi on e Iisaa Almasiihu faa Iisaa laatanii en hakkilantaaku iwɗo e Laamɗo, laatanii en fooccitaare e senaare e coottitaari 
1CO.1.31	faa «mantotooɗo fuu mantoroo golle Joomiraaɗo» hono no winndorii nii.
1CO.2.1	Sakiraaɓe, miin, nde ngarnoo-mi to mon faa mi waajoo on goonga Laamɗo tedduɗo oo ndee, mi waajoraaki on haalaaji belɗi, mi waajoraaki on hakkilantaaku yimɓe. 
1CO.2.2	Sabi mi fellisiino mi waajataako on fay huunde so wanaa haala Iisaa 
1CO.2.3	Nde ngondunoo-mi e mon ndee, miɗo lo'i, miɗo huli, miɗo siɲɲa sanne. 
1CO.2.4	Haala am e waaju am fawanooki e ɲeeɲal haala jaalotoongal neɗɗo. Ko ɗum fawinoo e mum dee, baawɗe ɗe 
1CO.2.5	pati goonɗinal mon fawoo e hakkilantaaku yimɓe, fawoo e baawɗe Laamɗo.
1CO.2.6	Ɗum e taweede, miɗen mbaajoo hakkilantaaku hakkunde ɲiiɓuɓe e ley goonɗinal. Wanaa hakkilantaaku oo ɗoo aduna min mbaajotoo naa hakkilantaaku jom'en baawɗe halkotooɓe e ley oo ɗoo jamaanu – 
1CO.2.7	hakkilantaaku Laamɗo min mbaajotoo. Hakkilantaaku oo yo goonga tedduɗo cuuɗaaɗo yimɓe mo Laamɗo fodani en gila aduna tagaaka faa naaten e teddeengal mum. 
1CO.2.8	Fay gooto e adunankooɓe laamiiɓe ɓee anndaa oo hakkilantaaku, sabi sinndo eɓe anndunoo mo, ɓe tontataano Joomiraaɗo tedduɗo oo. 
1CO.2.9	Kaa nii winndorii:
1CO.2.9	«Ko yitere yiyaali nowru nanaali,
1CO.2.9	e ko hakkille waddaali abada,
1CO.2.9	ɗum jaati woni ko Laamɗo moƴƴinani yiɗuɓe ɗum.»
1CO.2.10	Kaa enen, Laamɗo hollirii en ɗum Ruuhu Ceniiɗo. Oon Ruuhu ana yiya fuu, fay ko luggiɗi to Laamɗo. 
1CO.2.11	Homo waawi anndude neɗɗo faa laaɓa so wanaa yonki wonki e mum kii? Laamɗo duu hono non, fay gooto anndaa mo faa laaɓa so wanaa Ruuhu gonɗo e makko oo. 
1CO.2.12	Enen, wanaa adunankaaku keɓ-ɗen, Ruuhu iwɗo e Laamɗo oo keɓ-ɗen, yalla eɗen annda moƴƴere nde Laamɗo waɗani en ndee fuu. 
1CO.2.13	So miɗen mbaajoo ɗum, min nawtortaako haalaaji ɗi hakkilantaaku ɓiɓɓe aadama waajotoo min ɗii – haalaaji ɗi Ruuhu oo waajotoo ɗii min nawtortoo. Hono non min pamminirta heɓuɓe Ruuhu ɓee goongaaji Ruuhu ɗii. 
1CO.2.14	Mo heɓaali Ruuhu Laamɗo oo waawataa jaɓɓaade kulle oon Ruuhu, sabi ɗe safiyaaku ɗo joomum. O waawataa faamude ɗe, sabi Ruuhu oo tan waawi hollude no kulle ɗee carirtee. 
1CO.2.15	Neɗɗo keɓuɗo Ruuhu oo, ana waawi sarde fuu, kaa fay gooto waawaa sarde ɗum. 
1CO.2.16	Sabi nii Binndi ɗii mbiiri:
1CO.2.16	«Homo anndi anniya Joomiraaɗo oo?
1CO.2.16	Homo waawi waajaade ɗum?»
1CO.2.16	Kaa enen, anniya Almasiihu oo njogi-ɗen.
1CO.3.1	Miin noo, sakiraaɓe, mi waawaa haalirande on hono no on heɓuɓe 
1CO.3.2	Ɓiraaɗam ndokku-mi on, wanaa ɲaamdu tekkundu, sabi on mbaawanaano ndu. Fay jooni duu, on mbaawanaa ndu, 
1CO.3.3	sabi adunankaaku tan nguurdu-ɗon tafon. Ko haasidaaku e pooɗondiral woni hakkunde mon koo, wanaa ɗum ana holla e oo ɗoo aduna njeya-ɗon? Wanaa eɗum holla nguurndam ɓii-aadama nguur-ɗon naa? 
1CO.3.4	So gooto e mon wii Pool woodani, goɗɗo kasen wii Apollos woodani, wanaa ɗum ana holla miilooji oo ɗoo aduna njokku-ɗon?
1CO.3.5	Ko Apollos woni? Ko Pool woni? Min gollanooɓe Laamɗo tan, gooto fuu ko Joomiraaɗo hokki ɗum. E juuɗe amen ngoonɗin-ɗon. 
1CO.3.6	Miin, mi tutii, Apollos yarnii, kaa Laamɗo woni mawninoowo. 
1CO.3.7	Hono non, tutuɗo oo e jarnuɗo oo fuu nganaa hen fay huunde, Laamɗo mawninoowo oo tan woni fuu. 
1CO.3.8	Tutuɗo oo e jarnuɗo oo fuu potu, homo e maɓɓe fuu barjete ko waarata e tampere mum. 
1CO.3.9	Sabi minen min gollidooɓe e Laamɗo, onon on ngesa Laamɗo, on maadi Laamɗo.
1CO.3.10	Kammari moƴƴere nde Laamɗo waɗani kam ndee, mi asii gasol no mahoowo hakkilante waɗata nii, mi waɗii mahol aranol. Jooni goɗɗo ana maha e maggol. Kaa gooto fuu waɗa hakkille e no mahirta nii. 
1CO.3.11	Sabi fay gooto waawaa waɗude mahol gonngol so wanaa aranol ngol, kanngol woni Iisaa Almasiihu. 
1CO.3.12	Neɗɗo ana ɲiɓa e maadi aranndeeri ndii kaŋŋe naa cardi naa kaaƴe dime naa leɗɗe naa huɗo naa gawƴe. 
1CO.3.13	Ɲannde gartol Almasiihu, neɗɗo fuu sariya ɓannginan fayda golle mum, sabi nden, neɗɗo fuu yiite ɓannginan golle mum, holla gooto fuu fayda golle mum. 
1CO.3.14	Mo golle mum heddii daraade dow mahol aranol ngol, heɓan mbarjaari. 
1CO.3.15	Kaa mo yiite ngee ɲaami golle mum, waasii mbarjaari mum, kaa kaɲum hisinte, ana wa'i no coɓɓitiiɗo e yiite nii.
1CO.3.16	Tama on anndaa on suudu Laamɗo, kasen Ruuhu Laamɗo oo ana e mon? 
1CO.3.17	Ndennoo, neɗɗo fuu kalkuɗo suudu Laamɗo nduu, Laamɗo halkan ɗum. Sabi suudu Laamɗo nduu yo seniindu, kasen duu onon ngoni suudu nduu.
1CO.3.18	Pati fay gooto jaayra hoore mum. Miilɗo e mon yo hakkilante e oo aduna fuu yo laato safi, yalla ana laatoo hakkilante jaati. 
1CO.3.19	Sabi hakkilantaaku e oo aduna yo safiyaaku yeeso Laamɗo. Sabi ana winndii: «Laamɗo nanngiran hakkilante'en ɓee hiila mum'en.»
1CO.3.20	Ana winndii kasen: «Joomiraaɗo ana anndi miilooji hakkilante'en ɓee, omo anndi ɗi meere.»
1CO.3.21	Ndennoo, pati fay gooto mantoroo yimɓe, sabi onon njey fuu: 
1CO.3.22	Pool e Apollos e Piyeer, kaɲum e aduna oo, nguurndam e maayde, hannde e janngo, fuu onon njey. 
1CO.3.23	Onon, Almasiihu jey on, Almasiihu duu, Laamɗo jey ɗum.
1CO.4.1	Ndennoo, njogoree min min gollanooɓe 
1CO.4.2	Kalfinaaɗo, hoolaare tan ndaardaa. 
1CO.4.3	Jooni, banngal am, so on pelii kam naa so mi darnaama e sarirde ɓiɓɓe aadama wiyooɓe mi wanaa koolniiɗo, walanaa kam baasi. Mi felataa hoore am duu jaati. 
1CO.4.4	So goonga nii, fay so mi walaa ko mi felda hoore am, ɗum waɗataa kam mi pooccitiiɗo. Joomiraaɗo woni caroowo kam. 
1CO.4.5	Saabe ɗum, pati pelee fay gooto fade wakkati oo yottaade, fade Joomiraaɗo oo warde. Kanko yaltinta ko suuɗinoo e nimre, kanko ɓannginta ko woni e ɓerɗe yimɓe. Ɲannde nden, gooto fuu heɓan e Laamɗo jettooje ɗe foti heɓude.
1CO.4.6	Sakiraaɓe, haalaaji ɗii fuu mi fawii ɗum dow amen miin e Apollos kammari mooɗon, yalla miɗen laatanoo on misaalu, paamon pati njawton ko winndii koo, tawa on mawninkinaaki e jaɓande ooɗoo e salanaade ootoo. 
1CO.4.7	Ndennoo homo ɓurnu maa woɓɓe ɓee? Koɗum njogi-ɗaa ko a hokkaaka? Ko njogi-ɗaa fuu a dokkaaɗo, ko waɗi so aɗa mantoroo ɗum hono ɗum wanaa dokke Laamɗo?
1CO.4.8	Woy on kaarii, woy on keɓii arsuku, woy on laamiima, minen min laamaaki! Haya miɗen njiɗi laamo-ɗon jaati, yalla miɗen mbaawa laamodaade e mon minen duu! 
1CO.4.9	Sabi ana nanndani kam, minen 
1CO.4.10	Min majjuɓe saabe Almasiihu, onon on hakkilante'en e haɓɓagol mon e Almasiihu. Min lo'uɓe, onon on jom'en semmbe. Min hoynaaɓe, onon on teddinaaɓe. 
1CO.4.11	Fay wakkati mo ngon-ɗen e mum jooni oo, min ceeraali e yolbere e ɗomka e kolndam e fiyeede, kaɲum e yiilaaru, 
1CO.4.12	miɗen tiinnitoo wuurdude semmbe terɗe amen. So min njennaama, min nduwoto. So min torraama, min muɲan. 
1CO.4.13	So min ɲo'aama, min mbaaltinan hakkillaaji joomum'en. Faa jooni miɗen njogoraa no mbuuwdi nii ley aduna oo, hono tuundi ndi yimɓe fuu mbedotoo.
1CO.4.14	Mi winndiraali ɗum faa mi hersina on, ko mbinndir-mi ɗum dee, faa mi jannginira on no sukaaɓe am horsuɓe nii. 
1CO.4.15	Fay so taweede e ley haɓɓagol mon e Almasiihu oɗon njogii ɗowooɓe ujunaaji ujunaaji, on keewaa baabiraaɓe kaa. Sabi e haɓɓagol mon e Almasiihu, miin laatii baaba mon nde mbaajii-mi on 
1CO.4.16	Ɗum waɗi so miɗo ndaarda on ɲemmbon kam. 
1CO.4.17	Ɗum waɗi duu so nel-mi e mon Timote ɓiyam korsuɗo koolniiɗo e ley haɓɓagol mum e Joomiraaɗo. O miccintinan on laawi ɗi njokku-mi saabe Almasiihu e no mbaajortoo-mi ɗiin laawi nii nokku fuu e ley deente goonɗinɓe ɗee fuu. 
1CO.4.18	Won e mon mawninkiniiɓe dow jikkude mi warataa to mon. 
1CO.4.19	Kaa ɓooyataa mi waran to mon so Joomiraaɗo jaɓii. Nden mi humpitoto ko wanaa haala mawninkiniiɓe ɓee tan, mi humpitoto baawɗe mum'en duu. 
1CO.4.20	Sabi 
1CO.4.21	Hono njiɗ-ɗon mi warda e mon? Sawru naa jilli e newaare?
1CO.5.1	Haya, ko soɓi nanaama waɗii hakkunde mon. Hono ndee somnde waɗaali fay hakkunde heeferɓe: gooto e mon ana wondi e jom suudu baam mum! 
1CO.5.2	Kasen duu oɗon mantoroo ɗum! Ko kaanno-ɗon waɗude dee, metteede ɗum, yalla oɗon itta gaɗuɗo oo golle bonɗo e hakkunde mon.
1CO.5.3	Miin, miɗo woɗɗorii on banngal terɗe, kaa miɗo ɓattorii on e hakkille. Gila jooni hono no mi tawaaɗo ton nii, mi sarii gaɗuɗo golle oo. 
1CO.5.4	So on kawritii e dow innde Joomiraaɗo men Iisaa, hakkille am ana tawdee e mon, baawɗe Joomiraaɗo men Iisaa duu ana e men, 
1CO.5.5	yo oon neɗɗo waɗe e juuɗe 
1CO.5.6	So goonga dee, on ngalaa ko mantoro-ɗon fey! Tama on anndaa 
1CO.5.7	Laɓɓinee ko'e mon, itton ƴuufinirdi kiinndi ndii hakkunde mon, yalla oɗon laatoo conndi farani njiiɓaandi keyri ndi walaa ƴuufinirdi. Non ngorru-ɗon jaati, sabi layyaari men 
1CO.5.8	Ndennoo, teddiniren iidi oo ko wanaa luutti e bone hono no ƴuufinirdi kiinndi naa ƴuufinirdi coɓundi naa mbonndi. Teddiniren mo buuru mo walaa ƴuufinirdi, buuru laaɓal kaɲum e goonga.
1CO.5.9	E ɓataaki mo mbinndunoo-mi e mon oo, mi wii on e ley makko pati nawtondiron e soɓuɓe. 
1CO.5.10	Nde mbiinoo-mi non ndee, mi faandoraakino soɓuɓe wonɓe e oo ɗoo aduna ɓee fuu, naa haasidi'en fuu naa wuyɓe fuu naa rewooɓe tooruuji fuu. So non fii worri, waajibi njalton aduna oo. 
1CO.5.11	Ko njiɗunoo-mi wiide on, pati nawtondiron e innditortooɗo sakiike tawee yo coɓuɗo naa haasidi naa dewoowo tooruuji naa ɲo'oowo yimɓe naa jaroowo doro naa gujjo. Baaɗo hono non, pati ɲaamdon e mum duu. 
1CO.5.12+1CO.5.13	Sabi ɓe ngalaa e ley deental goonɗinɓe Laamɗo ngal ɓee, wanaa miin sarata ɓe, Laamɗo sarata ɓe. Kaa wonɓe ley deental goonɗinɓe Laamɗo ngal ɓee, onon carata ɗum'en. Sabi nii winndorii: «Ittee neɗɗo bonɗo oo e ley mon.»
1CO.6.1	So luurral waɗii hakkunde mon, hono joomum'en cuusirta wullitaade ooɲiiɓe ɓee njoppa fooccitiiɓe ɓee? 
