MAT.1.1	耶穌基督——
2CO.7.5	實際上，我們以前到
2CO.7.6	然而那安慰卑微
2CO.7.7	不僅藉著他的到來，也藉著他從你們所受的安慰，安慰了我們
2CO.7.8	即使我在那封信中使你們憂傷，我也不後悔了；因為就算我後悔過——我知道那封信使你們憂傷，雖然只是暫時的——
2CO.7.9	現在我還是感到歡喜。這並不是因為你們憂傷，而是因為你們憂傷以至於悔改。實際上，你們按神的意思
2CO.7.10	因為按神的意思
2CO.7.11	看哪，原來正是這件事——你們按神的意思
2CO.7.12	因此我雖然給你們寫了信，但不是為了那虧負人的，也不是為了那受虧負的，而是為了在神面前把你們對我們的殷勤，向你們顯明出來。
2CO.7.13	為此，我們受到了安慰。
2CO.7.13	在這安慰之外，我們又因著
2CO.7.14	原來，即使我向
2CO.7.15	而且當
2CO.7.16	我如今歡喜的是，在一切事上我都因你們滿懷勇氣。
2CO.8.1	弟兄們，我們要你們明白神在
2CO.8.2	在患難的極大考驗中，他們的喜樂之滿和貧窮之深都流露出來，歸入他們慷慨之心的財富。
2CO.8.3	因為我可以見證他們是按著自己的能力，甚至超過了自己的能力，甘心樂意，
2CO.8.4	用許多乞求的話，懇請我們在對聖徒的服事
2CO.8.5	他們不但照我們所盼望的，而且照著神的旨意，首先把自己獻給了主，又獻給了我們。
2CO.8.6	我們於是勸
2CO.8.7	而且你們怎樣在信仰、言語、知識、殷勤和你們對我們的愛心
2CO.8.8	我說這話不是出於命令，而是要藉著別人的殷勤來考驗你們愛的真誠，
2CO.8.9	因為你們知道我們主耶穌基督的恩典：他雖然富足
2CO.8.10	我在這件事上提供意見，因為這對你們是有益處的。從去年開始，你們不僅做了這件事，而且願意去做，
2CO.8.11	所以現在你們就當完成這事，好使你們怎樣有願做的樂意之心，就怎樣以你們所擁有的完成它；
2CO.8.12	因為人如果有樂意之心，就會照著他所擁有的蒙悅納，並不是照著他所沒有的蒙悅納。
2CO.8.13	其實我這樣說
2CO.8.14	在現今的時刻，你們的富餘可以補他們的缺乏，好使將來
2CO.8.15	正如經上所記：
2CO.8.15	「多收的沒有增多，
2CO.8.15	少收的也沒有缺少。」
2CO.8.16	感謝神，他為了你們，把同樣的殷勤放在
2CO.8.17	一方面接受了我們的鼓勵，另一方面自己更是殷勤，自願到你們那裡去。
2CO.8.18	我們也打發了一位弟兄與他一起去。這位弟兄在福音工作上受到各教會的稱讚；
2CO.8.19	不僅如此，他也被各教會選出，與我們一起帶著惠贈
2CO.8.20	我們這樣謹慎，免得有人在我們所經手的這豐厚之事
2CO.8.21	因為我們不僅要敬重主看為美善的事，也要敬重人看為美善的事。
2CO.8.22	我們還打發了另一位弟兄和他們一起去。我們在很多事上多次驗證過這位弟兄是殷勤的，而現在他因為深深地信任你們，就更加殷勤了。
2CO.8.23	論到
2CO.8.24	所以，你們要在各教會面前，向他們顯出你們愛心的憑證，以及我們所誇耀你們的憑據。
2CO.9.1	關於服事
2CO.9.2	因為我知道你們的樂意之心。為此，我向
2CO.9.3	不過我派這些弟兄去，是為了我們在這方面對你們的誇耀不至於落空，好讓你們能照著我所說的準備好；
2CO.9.4	免得萬一有些
2CO.9.5	所以，我認為必須鼓勵這些弟兄先到你們那裡去，把你們已經許諾的惠贈
2CO.9.6	又有這話：播撒吝嗇的人，也收穫吝嗇；播撒祝福的人，也收穫祝福。
2CO.9.7	每個人要照著心裡預先定好的，不要為難，也不要勉強，因為神喜愛那樂意給與的人。
2CO.9.8	神能使一切的恩典豐豐富富地臨到你們，使你們總是在一切事上都能知足，在一切美善的工作上充實滿溢。
2CO.9.9	正如經上所記：
2CO.9.9	「他施捨，賜予窮人；
2CO.9.9	他的義行永遠常存。」
2CO.9.10	供應種子給撒種的，又供應糧食給人吃的那一位，將要供給並增加你們的種子，而且增多你們義行的果子，
2CO.9.11	使你們在一切事上都得以富足，以致十分慷慨，就藉著我們生出對神的感謝之心。
2CO.9.12	因為這服事的工作
2CO.9.13	他們藉著這次服事
2CO.9.14	並且他們因著神賜給你們這無限的恩典，就切切地想念你們，為你們祈禱。
2CO.9.15	感謝神，因他有無法描述的恩賜
2CO.10.1	我
2CO.10.2	我請求，當我在你們那裡的時候，我不需要大膽自信；我本來打算用這樣的勇氣來對付那些人——他們把我們看做是順著肉體行事的。
2CO.10.3	我們誠然在肉體中行事，但不憑著肉體爭戰，
2CO.10.4	因為我們爭戰所用的兵器不是屬肉體的，而是有屬神的能力，可以拆毀堡壘——拆毀各樣的心思，
2CO.10.5	拆毀所有為抵擋神的知識而樹立起來的高牆；又虜獲各樣的心意，達到屬基督的順從；
2CO.10.6	而且我們預備好了，要在你們完全順從以後，懲罰所有的悖逆行為。
2CO.10.7	你們是根據外表看事物。如果有人深信自己是屬於基督的，他自己就應該再想一想：他怎樣屬於基督，我們也怎樣屬於基督。
2CO.10.8	主所賜給我們的權柄是為了造就你們，不是為了拆毀你們。其實，就算我為這權柄有些過度的誇耀，我也不至於蒙羞。
2CO.10.9	我不願看起來像是在用書信恐嚇你們。
2CO.10.10	因為有人說：「
2CO.10.11	說這樣話的人應該想一想：我們不在你們那裡的時候，書信上的話語怎樣；我們在的時候，我們的行為也會怎樣。
2CO.10.12	其實我們不敢把自己與某些自我推薦的人同列或比較。當他們以自己來衡量自己，以自己來比較自己的時候，他們是不領悟的。
2CO.10.13	但我們不會在界限以外誇耀，而是在神分給我們的界限範圍內誇耀，這界限甚至一直達到你們那裡。
2CO.10.14	的確，我們沒有過於擴張自己，好像達不到你們那裡，實際上我們帶著基督的福音已經來了，甚至遠到你們那裡。
2CO.10.15	我們並沒有在界限以外，以別人的勞苦誇耀。我們只是希望，隨著你們信仰的增長，我們的範圍就會因著你們而更加擴大，
2CO.10.16	以致把福音傳到你們以外的地方；我們不是在別人的範圍之內，為那些現成的事來誇耀。
2CO.10.17	不過「誇耀的當在主裡誇耀。」
2CO.10.18	因為那經過考驗的人，不是自我推薦的，而是主所推薦的。
2CO.11.1	我真希望你們能容忍我這一點點的愚妄！的確，你們是容忍我的。
2CO.11.2	我以神的熱心熱愛你們，因為我已經把你們許配給一位丈夫，做為貞潔的童女獻給基督。
2CO.11.3	可是我擔心，恐怕你們的思想受到敗壞，離開對基督的忠實和貞潔
2CO.11.4	實際上，如果有人真的來傳另一個耶穌，不是我們所傳過的；或者你們領受另外一個靈，不是你們所領受過的；或者接受另外一個福音，不是你們所接受過的——你們竟然容忍他！
2CO.11.5	實際上，我認為自己沒有一點趕不上那些「超級使徒
2CO.11.6	即使我在言語上沒有技巧，但在知識上並不是這樣。其實我們在各個方面、在所有的事上都已經向你們顯明了這一點。
2CO.11.7	我降卑自己，好使你們被高舉，因為我把神的福音無償地傳給你們，難道我這樣就犯了罪嗎？
2CO.11.8	我「掠奪了」別的教會，拿了他們的工價來服事你們。
2CO.11.9	我在你們那裡有缺乏的時候，也沒有成為任何人的負擔，因為從
2CO.11.10	我指著
2CO.11.11	為什麼呢？難道因為我不愛你們嗎？神是知道的！
2CO.11.12	我現在所做的，將來還要做，為要斷絕那些人的機會——他們想找一個機會，好讓別人以為他們所誇耀的與我們一樣，
2CO.11.13	因為這樣的人是假使徒，是詭詐的工人，他們裝做基督的使徒。
2CO.11.14	這並不足為奇，原來
2CO.11.15	所以，即使他的僕人
2CO.11.16	我再說：誰都不要以為我是愚妄的人！否則，至少該接受我這個像是愚妄的人，好讓我也可以稍微自誇。
2CO.11.17	我現在所說的，不是按照主說的，而是像一個愚妄人那樣自信誇耀。
2CO.11.18	既然有許多人按人的標準
2CO.11.19	因為你們做為聰明人，樂意容忍愚妄的人！
2CO.11.20	實際上，就算有人奴役你們，或侵吞你們，或榨取你們，或壓制你們，或打你們的臉，你們也能容忍。
2CO.11.21	說來慚愧，我們倒好像是軟弱的。
2CO.11.21	但如果有人在什麼事上大膽——我說句愚妄的話——我也大膽！
2CO.11.22	他們是
2CO.11.22	他們是
2CO.11.22	他們是
2CO.11.23	他們是基督的僕人
2CO.11.23	我狂妄地說：我更是！
2CO.11.23	我受了更多的勞苦，更多的監禁，
2CO.11.23	更多的鞭打，經常面臨死亡，
2CO.11.24	我在
2CO.11.25	被棍子打過三次，
2CO.11.25	被石頭砸過一次，
2CO.11.25	遭遇海難
2CO.11.25	在深海裡度過了一晝一夜；
2CO.11.26	我經常行遠路，
2CO.11.26	遭遇江河的危險、強盜的危險、
2CO.11.26	來自同胞的危險、來自外邦人的危險、
2CO.11.26	在城裡的危險、在曠野中的危險、
2CO.11.26	在海上的危險、在假弟兄中的危險；
2CO.11.27	我辛苦勞碌，經常失眠，
2CO.11.27	又飢又渴，經常缺食，
2CO.11.27	遭受寒冷，衣不蔽體。
2CO.11.28	除了這些外在的事，還有對各教會的掛慮，天天壓在我身上。
2CO.11.29	有誰軟弱，我不軟弱呢？有誰被絆倒
2CO.11.30	如果必須誇耀，我就誇耀自己的那些軟弱。
2CO.11.31	主耶穌的神與父——永遠當受頌讚的那一位，知道我不是在說謊。
2CO.11.32	在
2CO.11.33	可是我被人用筐子從城牆的窗口縋下來，逃脫了他的手。
2CO.12.1	誇耀雖然沒有益處，但是必須的；我要說到主的異象和啟示：
2CO.12.2	我知道一個在基督裡的人
2CO.12.3	不過我知道這樣一個人——他是否在身體裡，還是在身體外，我都不知道，只有神知道——
2CO.12.4	他被提到樂園裡去，聽見了無法描述的話語，是人不可以說出來的。
2CO.12.5	為這樣一個人，我要誇耀，但為我自己，除了有關那些軟弱的事以外，我不誇耀。
2CO.12.6	其實就算我願意誇耀，也不算是愚妄的人，因為我會講真理。可是我要克制，免得有人把我看高了，過於他在我身上所看到的，或是從我所聽到的。
2CO.12.7	並且為了不讓我因這些極大的啟示而高抬自己，有一根刺加在我的肉體上，就是
2CO.12.8	為了這事，我三次求主使這根刺
2CO.12.9	但他對我說：
2CO.12.10	所以，為了基督的緣故，我在那些軟弱中、凌辱中、艱難中、在逼迫和困苦中，都感到喜悅；因為我什麼時候軟弱，什麼時候就剛強了。
2CO.12.11	我
2CO.12.12	我在你們中間以極大的忍耐，用神蹟、奇事和大能，確實顯出了使徒的標記。
2CO.12.13	除了我自己沒有成為你們的負擔以外，你們所受的對待，到底有什麼不如其他教會呢？請你們饒恕我這點不公平吧！
2CO.12.14	看哪，這是我第三次預備好到你們那裡去，而且我不會成為你們的負擔，因為我想要的不是你們的東西，而是你們自己。本來，不應該是兒女為父母積蓄財富，而是父母為兒女積蓄財富。
2CO.12.15	所以為了你們的靈魂，我會極其樂意地付出，甚至完全付出。難道我愛你們越多，就越少得到你們的愛嗎？
2CO.12.16	不過就算如此，我也沒有成為你們的負擔——難道我是狡猾的人，用詭計牢籠了你們嗎？
2CO.12.17	難道我曾經藉著派到你們那裡去的人，對不起你們嗎？
2CO.12.18	我鼓勵
2CO.12.19	你們一直以為我們是在向你們申辯嗎？我們是在基督裡，在神面前說話。各位蒙愛的人哪，這一切都是為了造就你們。
2CO.12.20	其實我擔心，恐怕我來到的時候會發現你們不像我所希望的那樣，而你們發現我也不像你們所希望的那樣；又恐怕有紛爭、嫉妒、暴怒、爭競
2CO.12.21	恐怕我來的時候，我的神會使我在你們面前再一次蒙羞
2CO.13.1	這是我第三次到你們那裡去。「任何事，憑兩個或三個見證人的口，才能成立。」
2CO.13.2	我先前說過了，現在雖然我不在你們那裡，還要像第二次在你們那裡的時候一樣，預先警告那些從前犯了罪的人和所有其餘的人：我如果再來，不會顧惜！
2CO.13.3	這是因為你們尋找基督在我裡面說話的憑證。基督對你們並不是軟弱的；相反，他在你們中間是有大能的。
2CO.13.4	實際上，基督雖然在軟弱中被釘十字架，但他卻在神的大能中活著。的確，我們雖然在基督裡也軟弱，但為了你們，我們卻在神的大能中，將要與基督一同活著。
2CO.13.5	你們要察驗自己是否在信仰中，要考驗自己。難道你們不了解耶穌基督在你們裡面嗎？除非你們是經不起考驗的。
2CO.13.6	但是我希望你們明白，我們不是經不起考驗的。
2CO.13.7	我們祈求神，使你們不做任何惡事。這不是要顯明我們是經過考驗的，而是要你們行美善的事，就算我們可能像是經不起考驗的。
2CO.13.8	因為我們做任何事都不能抵擋真理，只能擁護真理。
2CO.13.9	實際上，當我們軟弱而你們剛強的時候，我們就歡喜；我們還祈求這一點：就是你們得以完全。
2CO.13.10	為此，我不在你們那裡的時候寫了這些事，好讓我來到的時候，不必用主所賜給我的權柄嚴厲地對待你們。這權柄是為了造就人，並不是為了拆毀人。
2CO.13.11	最後，弟兄們，你們要歡喜！願你們得以完全，願你們得到安慰！你們要同心合意，要彼此和睦。這樣，慈愛與平安的神就會與你們同在。
2CO.13.12	你們要用聖潔的親吻禮彼此問候。所有的聖徒都問候你們。
2CO.13.13	願主耶穌基督的恩典、神的慈愛、聖靈的契合
GAL.1.1	我
GAL.1.2	我和所有與我在一起的弟兄致
GAL.1.3	願恩典與平安從神我們的父和主耶穌基督
GAL.1.4	基督照著神我們父的旨意，已經為我們的罪孽獻上了自己，為要把我們從現今這邪惡的世代救出來。
GAL.1.5	願榮耀歸於他，直到永永遠遠！阿們。
GAL.1.6	我感到驚奇，你們這麼輕易地離棄了藉著基督的恩典召喚你們的那一位，轉向了別的福音。
GAL.1.7	其實那並不是另一個福音，而是有些人在攪擾你們，想要篡改基督的福音。
GAL.1.8	然而，就算是我們，或是天上來的使者，如果向你們傳講的福音，與我們先前所傳給你們的不同，他就該受詛咒。
GAL.1.9	我們先前說過，現在我再說：如果有人向你們傳講的福音，與你們先前所領受的不同，他就該受詛咒。
GAL.1.10	我現在到底是要得人的信任，還是要得神的信任呢？難道我是想討人的喜悅嗎？如果我仍然討人的喜悅，我就不是基督的奴僕了。
GAL.1.11	弟兄們，我要你們明白，我所傳的福音不是按人的意思，
GAL.1.12	因為我既不是從人領受的，也不是受人教導的，而是藉著耶穌基督的啟示領受的。
GAL.1.13	你們聽說過我以前在
GAL.1.14	我在
GAL.1.15	然而神，就是當我在母腹裡時就把我分別出來、又藉著他的恩典召喚我的那一位，樂意
GAL.1.16	將他的兒子啟示在我裡面，好使我在外邦人中傳揚他。我沒有立刻與人
GAL.1.17	也沒有上
GAL.1.18	三年以後，我才上
GAL.1.19	至於其他的使徒，除了主的弟弟
GAL.1.20	我現在所寫給你們的，看哪，是在神面前寫的，我不是在說謊。
GAL.1.21	後來，我到了
GAL.1.22	那時，在基督裡的
GAL.1.23	他們只是聽說：「以前逼迫我們的那個人，現在卻在傳揚他曾經殘害過的信仰。」
GAL.1.24	他們就因我的緣故不住地榮耀神。
GAL.2.1	過了十四年，我與
GAL.2.2	我是照著啟示上去的，向他們陳述了我在外邦人中所傳的福音，不過是單獨地向那些公認是人物的做了陳述，免得我過去或是現在所奔跑的都落了空
GAL.2.3	與我在一起的
GAL.2.4	其實提到這件事
GAL.2.5	我們對這些人，一刻也沒有屈服妥協，好使福音的真理在你們中間繼續存留。
GAL.2.6	至於那些公認是人物的——無論他們從前什麼樣，都對我沒有區別；神不以外貌取人。那些公認是人物的並沒有給我增添什麼；
GAL.2.7	不過他們反而看出來：我受了委託去傳福音給沒有受割禮的人，正如
GAL.2.8	因為在
GAL.2.9	公認是柱石的
GAL.2.10	只是要我們記得窮人，而這一點也正是我一向努力做的。
GAL.2.11	不過
GAL.2.12	原來，從
GAL.2.13	其餘的
GAL.2.14	但我一看見他們的行為不符合福音的真理，就在大家面前對
GAL.2.15	我們生來是
GAL.2.16	不過我們知道：人被稱為義不是本於律法上的行為，而是藉著信耶穌基督。於是我們信了基督耶穌，為要因信基督稱義，而不是本於律法上的行為，因為沒有一個人
GAL.2.17	但如果我們自己尋求在基督裡被稱為義，卻被發現還是罪人，那麼，難道基督就成了罪的僕人嗎？絕對不是！
GAL.2.18	因為我如果重建自己以前所拆毀的，就證明我是違犯律法的人。
GAL.2.19	原來藉著律法，我已經向律法死了，使我能向神活著。我已經和基督一起被釘十字架，
GAL.2.20	所以現在活著的不再是我，而是基督在我裡面活著；並且如今我在肉體中活著，是因信神的兒子而活；他愛我，甚至為我捨棄了自己。
GAL.2.21	我不棄絕神的恩典，因為義如果是藉著律法而來的，那麼，基督就白白地死了。
GAL.3.1	唉，無知的
GAL.3.2	我只想請教你們這一點：你們領受了聖靈，是本於律法上的行為，還是本於信而聽從呢？
GAL.3.3	你們是這樣的無知嗎？你們以聖靈開始，現在卻要以肉體完成嗎？
GAL.3.4	你們受了這麼多的苦，都沒有意義嗎？會不會真的沒有意義呢！
GAL.3.5	那麼，神賜給你們聖靈，又在你們中間行神蹟，是本於你們在律法上的行為，還是本於你們信而聽從呢？
GAL.3.6	正如「
GAL.3.7	因此你們應當知道：那些本於信的，他們才是
GAL.3.8	既然經文預先看見神要使外邦人因信稱義，就預先把福音傳給了
GAL.3.9	這樣，那些有信仰的人，與有信仰的
GAL.3.10	凡是本於律法上行為的人，都在詛咒之下，因為經上記著：「任何人不持守、不遵行律法書上所記載的一切，都是被詛咒的。」
GAL.3.11	所以，明顯地沒有人能藉著律法在神面前被稱為義，因為經上說：「義人將因信而活。」
GAL.3.12	律法不是本於信，但是「遵行這些事的人，將因此而活。」
GAL.3.13	基督替我們成了詛咒，從律法的詛咒中救贖了我們，因為經上記著：「凡是被掛在木頭上的，都是被詛咒的。」
GAL.3.14	這是為了讓
GAL.3.15	弟兄們，我按人的意思說話：甚至是人的約，一旦證實了，也沒有人能廢棄或加添。
GAL.3.16	神的各樣應許，原是對
GAL.3.17	我說的這話是：四百三十年以後出現的律法，不能廢棄神
GAL.3.18	如果繼業是本於律法，就不再是本於應許了；但是神把繼業
GAL.3.19	那麼，為什麼要有律法呢？律法是為了過犯的緣故被加上的，直到那蒙應許的後裔
GAL.3.20	不過中保沒有為一方的，神卻是一位。
GAL.3.21	那麼，律法和神的各樣應許是對立的嗎？絕對不是！如果一個能使人得生命的律法被賜下，義就真是本於律法了。
GAL.3.22	然而，經上的話把萬物
GAL.3.23	只是在這信仰臨到之前，我們都被圈在律法之下受看守，直到這將要來臨的信仰被啟示出來。
GAL.3.24	這樣，律法一向是我們的導師
GAL.3.25	不過，這信仰既然已經臨到，我們就不在導師
GAL.3.26	因為你們藉著信，在基督耶穌裡，都是神的兒女。
GAL.3.27	實際上，你們所有受洗
GAL.3.28	其中沒有
GAL.3.29	而且，如果你們屬於基督，你們就是
GAL.4.1	我說：繼承人雖然是一切的主人，但是當他還是小孩子的時候，與奴僕沒有區別；
GAL.4.2	他是在監護人和管家之下，直到父親所預定的時候來到。
GAL.4.3	我們也是這樣：我們還是小孩子的時候，在世界的原則下受奴役。
GAL.4.4	但是等到時候一滿足，神就派遣他的兒子，由女人所生，生在律法之下，
GAL.4.5	為要救贖律法之下的人，好使我們得到兒子的名份。
GAL.4.6	而且因你們是兒子，神就派遣他兒子的靈進入你們
GAL.4.7	這樣，你不再是奴僕，卻是兒子了；既然是兒子，就藉著神，也是繼承人
GAL.4.8	從前，你們不認識神的時候，固然給那些本性上不是神的做了奴僕，
GAL.4.9	但如今，你們認識了神——不過更要說，被神所認識——怎麼能再回到那無能、無用的原則裡去呢？你們願意再重新做它們的奴僕嗎？
GAL.4.10	你們竟嚴守著某些日子、月份、節期、年份！
GAL.4.11	我替你們擔心，恐怕我為你們的勞苦毫無意義了。
GAL.4.12	弟兄們，我請求你們要像我一樣，因為我也像你們一樣。你們一點也沒有虧負過我。
GAL.4.13	你們知道，我原先傳福音給你們，是身體有病的時候。
GAL.4.14	雖然我的身體對你們
GAL.4.15	你們當時的福份到哪裡去了
GAL.4.16	我對你們說真話
GAL.4.17	那些人
GAL.4.18	不過在善事上常有熱心，卻是好的，但不要僅僅是我與你們在一起的時候才這樣。
GAL.4.19	我的孩子們哪，為了你們，我再次經受臨產的陣痛，直到基督在你們裡面成形！
GAL.4.20	我現在想要與你們在一起，也要改變我的語氣，因為我為你們的緣故心裡困惑。
GAL.4.21	你們這些願意在律法之下的人哪，請告訴我，難道你們沒有聽過律法嗎？
GAL.4.22	因為經上記著：
GAL.4.23	那出於女僕的是由肉體生的，那出於自由女人的是藉著應許生的。
GAL.4.24	這些都是有寓意的。就是說，這兩個女人是兩個約。一個出於
GAL.4.25	這
GAL.4.26	但那在上面的
GAL.4.27	因為經上記著：
GAL.4.27	「不能生育、沒有生產的女子啊，
GAL.4.27	你要歡喜！
GAL.4.27	沒有經歷臨產陣痛的女子啊，
GAL.4.27	你要放聲呼喊！
GAL.4.27	因為沒有丈夫的女子，
GAL.4.27	比有丈夫的女子有更多的兒女。」
GAL.4.28	不過弟兄們，你們
GAL.4.29	但正如那由肉體生的
GAL.4.30	然而經上是怎麼說的呢？
GAL.4.30	「把女僕和她的兒子趕出去！因為女僕的兒子，絕不可以與自由女人的兒子一同做繼承人。」
GAL.4.31	因此，弟兄們，我們不是女僕的兒女，而是自由女人的兒女。
GAL.5.1	基督釋放了我們，使我們得自由。所以你們當站立得穩，不要再被奴役的軛所束縛。
GAL.5.2	看，我
GAL.5.3	我再次忠告每一個受割禮的人：他有責任遵行全部律法
GAL.5.4	你們這些藉著律法被稱為義的人，你們是與基督隔絕，從恩典中墮落了。
GAL.5.5	要知道，我們藉著聖靈，本於信，滿懷著
GAL.5.6	因為在基督耶穌裡，受割禮或不受割禮都沒有用處，只有藉著愛行出來的信仰才有用處。
GAL.5.7	你們一向跑得很好，到底是誰攔阻了你們，使你們不信從真理呢？
GAL.5.8	這種勸誘不是出於召喚你們的那一位。
GAL.5.9	一點點酵母能使整個麵團發酵。
GAL.5.10	我在主裡深信你們不會有別的思想；不過那攪擾你們的，無論他是誰，都將受到懲罰。
GAL.5.11	弟兄們，如果我仍然傳講割禮，我為什麼還受逼迫呢？如果我這樣做，十字架使人絆腳的地方早就沒有了。
GAL.5.12	我真希望那些攪亂你們的人把自己閹割了！
GAL.5.13	弟兄們，你們蒙召是為了得自由，只是不可用這自由給肉體一個機會，而是要藉著愛彼此服事，
GAL.5.14	因為全部律法都在「要愛鄰如己」
GAL.5.15	你們要當心！如果你們繼續相咬相吞，恐怕就要彼此毀滅了。
GAL.5.16	所以我說：你們應當順著聖靈行走，這樣就絕不會去滿足肉體的欲望了；
GAL.5.17	因為肉體的欲望與聖靈對立，聖靈也與肉體對立。這兩者彼此反對，使你們不能做自己所願意做的。
GAL.5.18	但如果你們被聖靈帶領，就不在律法之下了。
GAL.5.19	肉體的行為是清清楚楚的，它們就是：通姦
GAL.5.20	拜偶像、行邪術
GAL.5.21	嫉妒、凶殺
GAL.5.22	然而，聖靈的果子是：愛心、喜樂、和平、忍耐、仁慈、良善、忠信、
GAL.5.23	溫柔、自制。這樣的事，沒有律法反對。
GAL.5.24	那些屬於基督耶穌的人，已經把肉體與肉體的
GAL.5.25	我們既然藉著聖靈而活，就讓我們靠著聖靈行走。
GAL.5.26	我們不可貪圖虛榮，彼此惹氣，互相嫉妒。
GAL.6.1	弟兄們，一個人無論被任何過犯所勝，你們屬靈的人都要以溫柔的心靈把這樣的人挽回過來；但是你自己要留心，免得你也受試探。
GAL.6.2	你們各人的重擔要互相擔當，如此，就將成全基督的律法。
GAL.6.3	人本來算不得什麼；如果自以為是什麼，就是在欺騙自己。
GAL.6.4	每個人都當省察自己的工作；這樣，他就只在自我比較的時候，將有可誇耀的，而不與別人比較了，
GAL.6.5	因為每個人都要擔當自己的擔子。
GAL.6.6	在這話語上受教導的，就應該將一切美物與教導他的人分享。
GAL.6.7	你們不要被迷惑了！神是輕慢不得的。要知道，一個人種什麼，就收什麼。
GAL.6.8	因為順著自己肉體撒種的，就會從肉體收衰朽
GAL.6.9	我們行美善的事不要喪膽；如果不放棄，到了所定的時候
GAL.6.10	由此可見，我們一有機會，就要向眾人做美善的事，尤其要對信徒家裡的人。
GAL.6.11	你們看，我親手寫給你們的字，是多麼地大。
GAL.6.12	那些想在肉體上體面的，他們才強求你們受割禮，他們只是要避免為基督的十字架受逼迫。
GAL.6.13	事實上，那些受割禮的人自己也不遵守律法。他們要你們受割禮，是為了以你們的肉體誇耀。
GAL.6.14	至於我，除了我們主耶穌基督的十字架以外，我絕不以別的誇耀。因這十字架
GAL.6.15	因為
GAL.6.16	凡是照著這原則行走的人，願平安和憐憫臨到他們，也臨到神的
GAL.6.17	從今以後，誰都不要煩擾我，因為我身上帶著耶穌
GAL.6.18	弟兄們，願我們主耶穌基督的恩典與你們的靈同在！阿們。
EPH.1.1	照著神的旨意做基督耶穌使徒的
EPH.1.1	致住在
EPH.1.2	願恩典與平安從神我們的父和主耶穌基督臨到你們！
EPH.1.3	願頌讚歸於神——我們主耶穌基督的父！他在基督裡，以天上各樣屬靈的福氣祝福了我們，
EPH.1.4	就如他從創世以前，在基督裡揀選了我們，使我們在他面前成為聖潔、毫無瑕疵。他在愛中
EPH.1.5	照著自己心願的美意，預定我們藉著耶穌基督得著兒子的名份，歸於他自己，
EPH.1.6	歸於
EPH.1.7	在他裡面，我們藉著他的血，得蒙救贖、過犯得到赦免，都是出於神恩典的豐盛。
EPH.1.8	神以一切的智慧和聰明，使這恩典豐豐富富地臨到我們，
EPH.1.9	照著他在基督裡預先定下的美意，讓我們明白了他旨意的奧祕，
EPH.1.10	到了那計劃
EPH.1.11	在基督裡，我們也得了繼業
EPH.1.12	以致我們這些早已在基督裡有盼望的人，能歸於
EPH.1.13	在基督
EPH.1.14	聖靈是我們得繼業的預付憑據
EPH.1.15	為此，我既然也聽說了有關你們對主耶穌的信仰，以及對所有聖徒的愛心，
EPH.1.16	就不斷地為你們獻上感謝，在禱告中提到你們，
EPH.1.17	願我們主耶穌基督的神——榮耀的父，賜給你們智慧和啟示的靈
EPH.1.18	我也求神照亮你們心中
EPH.1.19	並且在我們這些相信之人的身上，照著他力量的權能作為，他能力的無限偉大到底是什麼。
EPH.1.20	神曾將這能力運作在基督的身上，使基督從死人中復活，並且使他在天上坐在自己的右邊，
EPH.1.21	遠遠高過一切統治的、掌權的、有勢力的、有主權的，和一切被稱的名號，不僅在這世代，而且也在那將要來臨的世代。
EPH.1.22	神又使萬有都服從在基督的腳下，
EPH.1.23	教會是他的身體，是在萬有中充滿
EPH.2.1	你們因著自己的過犯和罪孽，原是死的；
EPH.2.2	在其中，你們從前行事為人，是順著這世界的潮流，順著那空中勢力的掌權者，就是現今在那些不信從的兒女裡面做工的靈。
EPH.2.3	我們從前也都生活在他們中間，生活在自己肉體的欲望裡，行肉體和意念所願的事。我們正如其他人，生來也是震怒之下的兒女。
EPH.2.4	不過神有豐富的憐憫，因著他愛我們的大愛，
EPH.2.5	甚至當我們還死在過犯中的時候，就使我們與基督一同活過來——你們得救是藉著恩典！
EPH.2.6	神又使我們在基督耶穌裡，與基督一同復活、一同坐在天上，
EPH.2.7	為了在將來的各世代中，在基督耶穌裡，藉著對我們的仁慈，可以顯出他那無限恩典的豐盛。
EPH.2.8	你們得救確實是藉著恩典、藉著信，這不是出於你們自己，而是神的恩賜；
EPH.2.9	也不是本於行為，免得有人自誇。
EPH.2.10	實際上，我們是神的創作，是為了美善的工作在基督耶穌裡被造成的；神早已預備好了美善工作，要我們在其中行事
EPH.2.11	所以你們當記住：從前，你們照著肉體說是外邦人，被那些所謂「受割禮的」稱為「沒受割禮的」；割禮是人手在肉體上所行的。
EPH.2.12	那時候，你們與基督無關；被排除在
EPH.2.13	但如今，在基督耶穌裡，你們這些從前在遠處的人，藉著基督的血，已經被帶到近處了。
EPH.2.14	因為他自己是我們的和平，他使兩者合而為一，廢除了那隔在中間仇恨的牆；以自己的身體，
EPH.2.15	廢除了諭令中誡命的律法，為了把兩者在他自己裡面造成一個新人，締造和平。
EPH.2.16	他在十字架上既然消除了仇恨，就藉著十字架使兩者得以在一個身體裡，與神和好；
EPH.2.17	並且來傳和平
EPH.2.18	因為藉著基督，我們兩者能夠在同一位聖靈裡，來到父面前。
EPH.2.19	由此可見，你們不再是外人，或寄居的；你們是聖徒的同國之民，是神家裡的人，
